Date	Duration	InformedConsent_Sens	Age	PostalCode	Provincie	Gender	Gender_3_TEXT	Education	Corona_Vaccinated	Satis_Income	LeftRight	Polinterest	Vote2019_Fed	ElecUtil_CDV	ElecUtil_GROEN	ElecUtil_NVA	ElecUtil_OPENVLD	ElecUtil_PVDA	ElecUtil_VOORUIT	ElecUtil_VB	VoteChoiceNow	SwitchMotive	PolicyEval_FEDERAL	PolicyEval_FLEMISH	PolicyEval_EU	PolicyEval_LOCAL	MIP_Open	MIP_Open_rc1	MIP_Open_rc2	MIP_Open_rc3	MIP_Closed_1	MIP_Closed_2	EconRegul_Self	EconRegul_Party_CDV	EconRegul_Party_GROEN	EconRegul_Party_NVA	EconRegul_Party_OPENVLD	EconRegul_Party_PVDA	EconRegul_Party_VOORUIT	EconRegul_Party_VB	Immi_Self	Immi_Party_CDV	Immi_Party_GROEN	Immi_Party_NVA	Immi_Party_OPENVLD	Immi_Party_PVDA	Immi_Party_VOORUIT	Immi_Party_VB	EnviEcon_Self	EnviEcon_Party_CDV	EnviEcon_Party_GROEN	EnviEcon_Party_NVA	EnviEcon_Party_OPENVLD	EnviEcon_Party_PVDA	EnviEcon_Party_VOORUIT	EnviEcon_Party_VB	FreedomSpeech_Self	StateReform_Self	Eval_Gov_1	Eval_Gov_2	IO_HealthCare	IO_HealthCare_T_Page_Submit	IO_Migration	IO_Migration_T_Page_Submit	IO_Climate	IO_Climate_T_Page_Submit	IO_Economy	IO_Economy_T_Page_Submit	IO_Employment	IO_Employment_T_Page_Submit	IO_Pensions	IO_Pension_T_Page_Submit	IO_SocialSecurity	IO_SocialSecurity_T_Page_Submit	IO_Mobility	IO_Mobility_T_Page_Submit	IO_StateReform	IO_StateReform_T_Page_Submit	Econ_LR_1	Econ_LR_2	Econ_LR_3	Econ_LR_4	Econ_LR_5	Econ_LR_6	Econ_LR_7	Econ_LR_8	Econ_LR_9	Econ_LR_10	Econ_LR_11	Econ_LR_12	Econ_LR_13	Econ_LR_14	Econ_LR_15	Cult_LR_1	Cult_LR_2	Cult_LR_3	Cult_LR_4	Cult_LR_5	Cult_LR_6	Cult_LR_7	Cult_LR_8	Cult_LR_9	Cult_LR_10	Cult_LR_11	Cult_LR_12	Cult_LR_13	Cult_LR_14	Cult_LR_15	SatisDem	Pol_represented	Pol_represented_rc	NoticedMedia	NoticedMedia_13_TEXT	Noticed_PosNeg	Noticed_Politician	Corona_measures_1	Corona_measures_2	Corona_measures_3	Corona_measures_4	Corona_measures_5	Corona_measures_6	Corona_measures_7	Corona_measures_8	Corona_measures_9	LockdownCause_1	LockdownCause_2	LockdownCause_3	LockdownCause_4	LockdownCause_5	Corona_Gov_FEDERAL	Corona_Gov_FLEMISH	Corona_Gov_EUROPE	Corona_Comparative	Corona_Minister_1	Corona_Minister_2	Corona_Minister_3	Corona_Minister_4	Corona_Minister_5	Corona_Minister_6	Corona_Minister_7	Corona_VacStrat_1	Corona_VacStrat_2	Corona_VacStrat_3	Corona_VacStrat_4	Corona_VacStrat_5	Corona_EconStrat_1	Corona_EconStrat_2	Corona_EconStrat_3	Disinfo_1	Disinfo_2	Disinfo_3	Disinfo_4	Disinfo_5	Disinfo_6	Disinfo_7	Disinfo_8	Disinfo_9	Disinfo_10	Disinfo_11	AP_Child_1	AP_Child_2	AP_Child_3	AP_Child_4	AP_Child_5	AP_Child_6	AP_Child_7	AP_Child_8	AP_Child_9	AP_LR_1	AP_LR_2	AP_LR_3	AP_LR_4	AP_LR_5	AP_LR_6	AP_LR_7	w_agesexedu	w_agesexeduvote19
8-Apr-2021 08:47:18	1460	1	53	8670	5	1	""	2	2	8	7	8	9	2	1	5	2	1	2	8	7	""	3	5	4	6	"pandemie en vaccinatie"	"Gezondheidszorg - Corona"	""	""	8	13	7	5	4	5	5	4	5	6	9	4	4	4	4	4	4	7	7	7	3	7	7	7	6	7	3	8	4	5	1	50.764	7	6.5	2	4.47	4	4.235	6	7.688	6	4.427	1	4.445	4	4.241	3	3.659	1	2	2	2	4	3	3	1	3	4	3	3	3	1	4	2	1	2	4	3	3	3	3	4	1	3	3	2	3	3	3	"geen"	"9997 - Geen enkele"	14	""		""	2	3	3	3	4	3	3	3	2	6	9	5	6	6	3	4	2	4	4	2	3	2	3	3	2	4	3	2	4	4	3	2	2	2	3	1	3	2	1	2	5	2	4	4	9	8	5	5	5	5	5	5	5	2	2	6	2	7	2	8	1.1623859	1.5603476
2-Apr-2021 12:43:26	844	1	21	2340	1	2	""	3	3	6	3	3	12	6	6	0	4	7	7	0	6	""	6	6	6	6	"corona"	"Gezondheidszorg - Corona"	""	""	13	2	4	6	6	6	6	6	6	6	4	3	3	6	3	3	3	6	6	4	1	5	6	6	6	5	3	6	7	7	10	7.643	7	12.015	2	2.673	4	6.373	10	4.462	10	2.661	10	4.122	10	4.527	3	4.978	4	2	2	2	3	2	3	2	3	3	3	2	4	2	4	3	3	3	2	3	2	2	2	2	2	2	3	3	2	3	4	"/=///"	"9999 - Geen antwoord"	4	""	3	"Sihame El Kaouakibi"	3	2	3	2	3	3	4	2	3	6	8	8	5	4	3	4	3	3	4	3	3	4	3	3	3	4	2	3	3	3	2	2	3	2	3	2	2	2	2	1	3	2	4	4	7	6	7	7	7	7	7	7	6	2	1	8	1	2	2	10	.81288719	
2-Apr-2021 05:12:11	314	1	33	9300	3	2	""	5	2	3	6	5	3	4	4	5	5	5	4	4	3	""	4	4	5	5	"de corona"	"Gezondheidszorg - Corona"	""	""	13	2	5	5	5	5	6	6	5	5	4	4	5	4	4	5	6	6	5	4	4	5	6	5	5	5	5	5	4	5	3	2.137	3	19.701	3	2.137	3	2.088	3	2.119	3	2.209	3	9.525	3	2.031	3	2.057	3	2	3	2	3	3	2	3	2	3	3	3	3	2	3	2	3	2	2	3	3	2	3	3	2	3	3	2	2	3	3	"geen enkele die me volledig vertegenwoordigt"	"9997 - Geen enkele"	3	""	1	"geen"	3	2	3	2	2	3	2	3	3	4	5	5	6	4	4	3	4	3	3	3	3	3	4	4	3	2	2	2	3	3	2	3	2	4	3	3	3	2	3	2	3	3	2	3	5	4	5	5	5	5	5	4	4	5	6	5	5	6	5	5	1.1892765	.88320607
2-Apr-2021 13:53:58	1260	1	63	8980	5	2	""	3	3	8	5	5	1	10	0	0	0	0	0	0	1	""	5	3	5	9	"corona is een heel moeilijke situatie voor de regering, er zijn veel te veel ministers"	"Gezondheidszorg - Corona"	"PolVer - Staatsstructuur"	""	9	7	7	5	10	0	0	1	1	6	5	0	1	10	4	9	1	10	3	5	0	9	9	2	8	1	3	10	4	2	1	25.883	1	8.238	1	4.819	1	3.282	1	2.615	1	2.777	1	2.722	1	2.3	3	5.558	2	3	3	2	4	3	3	1	4	4	3	2	3	2	3	3	1	3	4	1	3	4	2	4	2	3	1	3	1	3	3	"Hilde Crevits"	"CD&V - Hilde Crevits"	4	""	2	"Alexander Decroo"	1	2	4	4	3	1	3	2	2	1	10	8	2	1	3	3	2	2	4	2	4	2	2	3	3	3	2	2	2	2	2	3	3	4	3	1	3	4	2	3	4	4	4	2	8	8	8	5	0	1	1	1	0	5	2	10	2	7	2	9	.78025675	.91705036
9-Apr-2021 16:17:16	1335	1	64	2940	1	1	""	3	3	6	10	10	7	1	0	3	0	0	0	10	7	""	0	2	0	4	"Veiligheid van onze eigen mensen , recht van vrije meningsuiting, verwaarlozing van onze tradities en cultuur en een te linkse macht in het parlement ."	"Criminaliteit en Justitie"	"Migratie"	""	2	14	2	7	8	3	7	8	5	1	9	1	0	5	3	0	0	6	10	3	1	5	5	2	2	5	10	0	0	2	7	21.013	7	16.8	2	16.844	7	16.398	9	12.798	7	10.434	9	13.619	3	9.478999999999999	7	9.031000000000001	1	3	2	2	3	3	3	4	3	3	3	1	2	4	3	2	1	1	4	3	1	3	3	4	1	3	2	3	4	1	1	"Tom Van Grieken"	"VB - Tom Van Grieken"	14	""		""	1	2	4	1	3	1	2	2	1	1	4	5	0	1	1	3	2	2	1	1	1	3	3	1	1	2	2	2	2	2	1	3	3	3	2	2	2	3	3	2	3	2	3	4	10	4	5	2	6	3	1	1	9	4	0	5	5	0	0	10	.69940132	.52331895
5-Apr-2021 02:12:19	683	1	58	8450	5	2	""	2	2	8	7	6	12	5	6	4	5	2	2	2	12	""	4	3	2	7	"Geen concrete afspraken maken"	"PolVer - Partijen en Politici"	""	""	6	15	5	2	3	3	3	1	3	3	2	1	0	1	1	1	0	1	3	3	2	2	2	3	2	2	4	3	2	1	8	7.97	8	10.036	8	3.086	7	4.382	7	2.836	2	4.342	3	3.363	2	5.118	7	6.029	3	1	3	1	3	2	3	1	4	4	1	1	4	3	3	4	1	4	4	1	4	3	3	4	1	1	4	4	4	4	3	"Eerste minister"	"Open Vld - Alexander De Croo"	7	""	2	"Geen enkele"	4	3	4	4	4	4	4	3	1	3	3	7	8	2	2	2	2	2	3	4	4	1	1	1	1	4	4	4	3	4	4	3	3	2	2	3	1	2	2	2	1	1	3	4	9	3	3	3	4	4	3	3	3	2	3	2	1	1	2	0	1.4386495	
3-Apr-2021 03:35:26	3026	1	51	3890	2	2	""	3	3	4	5	1	6	5	1	1	5	5	5	1	12	""	5	6	5	6	"De vaccinatie voor corona gaat veel te traag, Astra Zenica is gevaarlijk voor bepaalde doelgroepen, dus geef hen deze ook niet. Er wordt zoveel ingezet op electrische auto's terwijl die helemaal niet milieuvriendelijk zijn in de maak van de batterijen, nog maar te zwijgen als deze batterijen gaan moeten gerecycleerd worden.  En de politiekers verdienen veel te veel ten opzichte van andere mensen, daarbij is dat voor hen nog niet genoeg en wordt er nog op verschillende manieren profijt gemaakt ."	"Gezondheidszorg - Corona"	"Mobiliteit"	"PolVer - Eigenbelang"	12	15	6	6	2	2	5	5	6	3	2	6	4	2	6	6	7	1	9	7	1	6	6	6	6	6	7	6	6	3	6	12.229	6	15.192	2	4.905	9	9.239000000000001	9	12.959	9	6.909	6	3.527	2	7.973	10	4.624	3	3	2	4	4	2	3	2	2	4	4	3	3	3	3	3	1	4	4	2	2	1	3	2	1	3	4	3	1	4	3	"geen enkele"	"9997 - Geen enkele"	4	""	3	"Sihame El Kaouakibi"	2	3	3	2	2	3	2	3	1	6	8	8	8	8	2	2	2	3	4	1	3	2	3	2	3	2	2	3	1	2	1	4	4	1	3	2	4	2	3	1	4	1	3	2	9	8	5	5	5	5	5	5	4	5	5	5	5	5	5	5	.8817656	.72352302
2-Apr-2021 03:02:42	1122	1	58	1850	4	1	""	4	3	7	4	9	5	9	7	7	8	9	7	5	5	""	8	8	6	7	"coronacrisis die niet opgelost raakt, conflict viroloog tegen politici. politici tegen pharmaindustrie"	"Gezondheidszorg - Corona"	"PolVer - Partijen en Politici"	""	4	13	8	9	7	7	8	9	7	6	1	8	8	1	8	8	8	0	6	8	9	7	8	8	8	9	4	8	9	7	1	7.132	1	20.864	2	7.479	10	6.531	10	5.87	6	20.512	1	17.478	2	6.513	10	16.747	2	2	3	4	4	4	3	2	3	4	2	3	4	3	3	2	1	4	4	3	3	2	3	2	2	3	4	1	3	4	4	"DE CROO"	"Open Vld - Alexander De Croo"	4	""	1	"DE CROO"	3	4	3	1	4	3	4	4	2	4	10	10	6	0	5	5	3	5	5	5	5	4	3	4	3	4	1	2	3	4	2	3	3	4	3	1	3	3	1	2	4	4	4	4	9	9	9	9	9	9	9	9	7	5	2	9	5	1	2	10	.85072452	.73766983
2-Apr-2021 07:49:59	1535	1	69	2390	1	1	""	2	3	7	8	7	3	1	0	7	0	0	0	6	3	""	2	4	0	7	"Onkunde - Eigenbelang - NIET verkozenen en toch in de regering - FRAUDE  van de politiekers - Verkwisting van BELASTINGSGELD"	"PolVer - Partijen en Politici"	"PolVer - Eigenbelang"	""	2	12	6	4	7	6	9	8	9	4	9	1	1	6	1	3	7	9	2	6	1	5	9	6	8	7	5	1	1	5	1	28.636	7	9.148	2	4.808	4	5.854	3	31.371	9	8.005000000000001	6	8.254	2	5.542	3	8.625	1	4	1	2	1	4	4	1	3	4	3	3	4	3	3	1	1	1	4	4	4	1	3	4	1	4	4	1	4	1	2	"Bart De Wever"	"N-VA - Bart De Wever"	4	""	3	"Neen zijn ALLEMAAL leugenaars"	1	2	1	1	4	1	2	2	1	7	9	9	8	3	2	3	1	4	1	1	3	3	3	3	1	3	1	1	3	4	1	4	3	2	2	1	1	2	1	4	3	3	5	4	8	8	5	1	7	5	5	5	6	5	4	7	4	5	7	1	1.1264274	1.0161321
2-Apr-2021 10:30:08	973	1	58	8620	5	1	""	5	3	7	8	8	3	3	2	10	4	0	0	8	3	""	2	8	1	5	"Immigratie en onveiligheid"	"Migratie"	"Criminaliteit en Justitie"	""	8	2	2	5	8	2	2	10	8	3	10	0	0	9	0	0	0	10	3	4	5	2	8	5	7	7	6	2	2	8	1	17.502	7	3.85	3	4.221	4	3.589	6	5.299	5	2.876	5	3.751	3	3.201	3	3.265	2	3	2	3	1	3	2	1	3	2	2	2	1	3	3	3	1	2	2	2	4	3	3	4	2	2	3	3	3	2	2	"Theo Francken"	"N-VA - Theo Francken"	6	""	2	"Conner Rousseau"	3	2	3	3	2	2	3	3	3	7	8	7	8	7	3	3	2	2	3	1	3	4	4	2	2	3	3	2	2	2	2	2	4	2	1	4	4	2	1	2	3	3	5	4	8	8	7	6	8	7	5	6	8	5	0	8	5	0	2	9	.69998443	.60601234
8-Apr-2021 01:19:06	701	1	62	9300	3	1	""	5	3	8	5	8	3	3	0	9	4	0	4	0	3	""	6	7	5	7	"COVID19"	"Gezondheidszorg - Corona"	""	""	5	14	7	6	8	6	3	10	7	6	7	6	8	6	6	9	7	2	7	7	1	8	8	6	7	8	6	0	6	7	1	8.215999999999999	7	5.695	2	4.246	4	10.539	3	4.575	6	5.993	6	6.89	2	4.178	3	3.199	2	3	2	3	3	3	3	3	3	3	3	2	3	2	3	3	1	2	2	4	2	3	2	4	1	2	3	3	3	2	4	"DE WEVER"	"N-VA - Bart De Wever"	4	""	3	"KAOUAKIBI"	3	3	4	3	4	3	3	3	2	6	9	8	9	6	4	4	4	4	4	5	4	4	4	3	3	3	2	4	3	3	2	2	3	2	1	1	1	1	1	1	4	1	4	2	8	8	8	8	8	8	5	8	5	5	1	6	7	0	3	10	.77322114	.62965864
6-Apr-2021 06:00:11	1179	1	58	2610	1	2	""	3	3	7	5	8	1	10	9	2	1	6	1	0	1	""	6	7	6	7	"Concrete informatie corona"	"Gezondheidszorg - Corona"	"PolVer - Partijen en Politici"	""	6	7	7	8	10	6	6	7	7	10	0	1	0	3	3	0	7	10	2	8	1	4	5	1	2	9	8	10	7	8	1	13.274	7	12.116	2	4.532	4	7.381	6	3.858	6	15.678	1	7.387	2	6.381	7	9.089	2	3	2	2	4	3	3	1	2	4	3	2	3	3	3	3	2	3	2	2	3	3	1	2	2	4	3	4	2	3	3	"Coens"	"CD&V - Joachim Coens"	4	""	2	"De Croo"	3	3	4	3	4	2	4	3	3	4	10	8	10	3	4	4	3	4	4	4	3	4	4	4	3	4	2	4	4	4	3	3	4	4	3	1	1	3	3	2	3	2	4	3	5	5	5	5	5	5	5	5	0	5	4	4	3	5	4	10	.70290661	.83528382
3-Apr-2021 02:49:49	898	1	68	1651	4	1	""	2	3	0	8	10	7	0	0	8	0	5	1	8	7	""	0	0	0	0	"Onbekwame politiekers"	"PolVer - Partijen en Politici"	""	""	12	13	7	5	8	5	0	9	8	6	10	0	0	5	5	0	0	10	5	5	0	7	8	8	7	9	10	0	0	0	9	15.551	7	9.236000000000001	2	5.078	3	5.215	5	10.25	9	6.812	9	8.676	9	5.986	3	6.331	2	4	1	4	4	1	4	3	4	3	4	4	4	4	4	4	1	2	4	2	4	2	4	4	2	4	4	3	3	2	1	"Geen enkele"	"9997 - Geen enkele"	4	""	3	"de croo"	2	2	4	2	2	1	4	2	2	2	8	8	2	9	1	1	1	3	3	4	2	3	2	1	2	4	2	3	2	3	1	4	4	2	1	3	2	1	1	1	3	3	5	5	10	5	0	0	5	0	5	5	5	5	0	8	7	0	3	10	1.5196505	1.1157091
3-Apr-2021 00:43:23	1084	1	63	2845	1	2	""	3	3	7	9	6	7	0	0	0	0	5	4	10	7	""	0	0	0	0	"Slechte leiding"	"PolVer - Partijen en Politici"	""	""	5	8	7	10	10	10	10	5	6	4	9	0	0	0	0	4	3	9	7	4	0	4	4	7	5	8	9	0	0	0	10	21.975	7	8.361000000000001	2	10.434	10	14.198	5	7.404	6	7.467	10	6.514	9	6.684	7	9.089	4	4	1	4	2	3	4	1	2	2	4	3	3	4	4	2	1	3	4	3	2	1	4	4	1	3	3	1	3	4	1	"Filip de Winter"	"VB - Filip Dewinter"	7	""	1	"Allemaal"	2	2	3	3	1	1	1	2	1	10	8	7	10	10	1	2	1	3	1	2	2	1	1	2	2	3	1	2	2	1	1	3	3	1	2	2	2	1	1	1	2	3	4	3	9	4	0	0	0	0	8	5	8	0	0	0	0	6	5	10	.70290661	.5138306
8-Apr-2021 03:06:37	1332	1	77	3740	2	1	""	4	3	6	6	8	3	0	0	10	0	3	0	0	3	""	0	4	3	6	"Ondoordachte beslissingen van de diverse regeringen"	"PolVer - Partijen en Politici"	""	""	8	10	7	4	4	6	4	4	4	4	8	4	4	8	4	8	4	10	8	6	0	9	5	9	5	9	5	0	0	5	3	20.087	7	15.367	2	9.291	3	13.205	3	8.978999999999999	9	13.483	9	13.416	3	10.68	3	9.356999999999999	3	3	3	3	2	2	2	3	2	3	3	2	3	3	3	2	3	2	3	2	3	2	3	3	2	3	3	2	3	2	2	"De Wever"	"N-VA - Bart De Wever"	3	""	1	"De Wever"	2	2	2	2	3	2	3	2	2	1	7	7	3	0	1	3	1	2	1	1	2	4	3	2	3	4	3	1	2	4	1	3	3	1	2	1	1	2	2	1	3	2	2	3	9	5	0	0	10	5	3	0	5	5	0	6	5	6	2	2	.85093576	.62775564
7-Apr-2021 04:18:14	1371	1	75	9400	3	2	""	2	3	5	5	8	7	8	1	5	1	5	7	5	1	"vorige keer op vlaaams belang gestemd uit onvrede van al dat politiek gedoe"	2	2	1	2	"corruptie en bedrog van de politiek"	"PolVer - Eigenbelang"	""	""	5	2	7	6	3	4	4	4	6	4	5	4	4	4	4	4	4	7	6	5	2	4	4	4	4	5	3	8	2	0	6	26.597	10	14.499	2	4.713	10	4.876	10	3.902	6	7.825	10	5.291	10	3.552	3	5.472	2	3	2	2	2	3	3	3	3	3	3	2	4	3	3	2	2	2	3	1	3	2	3	3	2	3	2	2	3	3	3	"geen enkele"	"9997 - Geen enkele"	14	""		""	3	2	4	3	3	3	3	2	2	4	6	5	5	4	3	3	2	3	3	3	3	3	2	3	3	3	2	1	3	4	2	4	3	2	1	2	2	2	2	1	4	4	4	2	7	7	7	1	5	5	6	6	3	3	3	6	5	3	3	7	1.7094765	1.2482425
8-Apr-2021 01:25:35	887	1	64	3270	4	1	""	5	3	6	6	8	1	7	6	1	8	1	6	0	4	"Decroo doet dat goed"	8	4	7	7	"Corona"	"Gezondheidszorg - Corona"	""	""	6	4	6	6	8	2	4	8	6	5	7	6	7	1	7	7	7	0	6	6	1	7	7	6	6	6	7	7	7	3	6	21.236	6	17.28	2	4.269	4	6.04	4	6.144	10	4.747	6	4.9	9	7.109	3	8.33	2	3	2	3	3	3	3	2	2	3	3	2	3	2	3	3	3	3	3	2	3	3	3	3	2	2	3	3	2	3	3	"Rousseau"	"VOORUIT - Conner Rousseau"	6	""	1	"Van den Broucke"	3	3	3	3	3	3	3	3	3	7	7	7	7	5	4	2	4	3	4	5	4	1	1	2	4	3	3	3	4	4	2	3	2	3	3	2	2	2	3	3	4	3	4	3	5	5	5	5	4	6	3	5	0	5	3	8	8	0	3	10	.85072452	.98522913
8-Apr-2021 06:56:14	704	1	69	2960	1	1	""	3	3	7	5	8	6	0	0	0	0	10	10	8	6	""	5	2	4	6	"covid"	"Gezondheidszorg - Corona"	""	""	13	6	10	8	9	1	0	10	10	1	5	0	0	10	0	0	0	10	3	4	0	9	10	4	2	9	2	10	5	1	6	17.335	7	5.626	2	2.776	4	2.199	6	4.896	6	3.358	6	2.657	1	4.964	7	7.975	1	4	4	4	3	1	1	1	1	4	3	1	1	4	4	4	1	2	4	2	1	1	2	4	1	2	1	1	2	3	4	"vandenbroucke"	"VOORUIT - Frank Vandenbroucke"	14	""		""	4	3	4	4	4	4	3	3	4	0	10	10	0	1	4	4	4	3	4	5	4	2	2	3	1	4	2	4	3	3	3	1	1	1	1	1	4	1	1	1	4	1	5	3	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	.75234878	.65428829
9-Apr-2021 00:10:28	780	1	67	9120	3	2	""	4	3	8	6	3	3	4	3	6	6	1	6	1	3	""	4	4	3	6	"de versplintering het opsplitsen van belgie"	"PolVer - Staatsstructuur"	""	""	5	13	6	5	5	5	5	5	5	5	7	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	4	6	6	3	6	17.474	2	6.995	2	4.466	4	3.196	3	3.435	5	3.44	5	4.024	6	4.162	3	4.006	2	2	2	3	3	3	3	2	2	3	2	3	3	2	3	3	2	2	3	2	3	2	2	2	2	2	3	3	3	2	4	"geen enkele"	"9997 - Geen enkele"	14	""		""	3	3	3	3	3	3	2	3	3	3	6	6	7	4	3	3	3	2	3	3	3	2	2	3	3	3	3	3	3	3	3	2	3	2	3	3	3	2	2	2	3	2	3	2	5	5	5	5	5	5	5	5	5	6	5	6	5	3	4	9	.81877255	.56690371
5-Apr-2021 06:26:49	1183	1	53	8420	5	2	""	3	3	8	5	4	6	7	7	7	7	7	9	1	6	""	7	7	7	10	"Een pandemie van een virus waarover nog niet alles geweten is."	"Gezondheidszorg - Corona"	""	""	6	12	7	7	7	7	2	7	7	7	0	2	0	5	2	2	2	10	7	8	0	8	8	10	6	9	5	6	7	7	10	11.208	7	8.362	2	6.047	4	7.971	5	5.793	10	6.477	6	5.773	10	8.19	10	5.765	2	4	1	2	3	3	4	3	3	4	3	1	2	3	3	3	1	3	2	2	3	1	3	1	1	3	3	4	3	3	4	"John Crombé."	"VOORUIT - John Crombez"	14	""		""	4	4	4	4	4	2	4	4	3	6	6	10	8	3	4	4	4	3	4	4	4	4	4	4	4	4	4	3	4	4	3	2	2	1	1	1	1	1	1	1	5	2	5	3	10	10	10	10	10	10	10	10	5	5	0	7	4	4	4	10	.78025675	.70187938
5-Apr-2021 06:23:00	1193	1	67	3000	4	2	""	5	3	6	6	4	3	2	0	7	0	0	0	2	12	""	0	1	0	7	"teveel  onbekwame en graaizuchtige ministers die alleen politieke spellekes spelen en waar de gewone burger alleen telt als er belastingen moeten betaald worden"	"PolVer - Partijen en Politici"	"PolVer - Eigenbelang"	""	14	11	6	4	10	6	1	10	10	5	8	0	0	6	1	0	0	9	9	6	0	8	3	1	2	5	5	2	0	2	9	17.852	7	9.239000000000001	2	5.751	3	11.43	9	10.709	9	4.768	10	12.199	10	4.885	3	6.303	2	2	2	2	2	2	1	4	3	3	3	2	2	2	2	1	1	2	4	2	3	2	3	3	1	2	2	1	4	2	1	"geen enkele"	"9997 - Geen enkele"	6	""	3	"VDB"	2	2	4	3	3	2	4	1	2	0	5	7	6	0	1	1	1	2	1	1	1	4	3	2	3	3	2	1	3	4	1	3	3	3	3	2	4	3	2	1	2	4	2	2	9	9	1	0	2	0	0	0	0	2	0	7	2	0	1	10	.90084183	.68265158
5-Apr-2021 09:26:51	850	1	52	3900	2	2	""	3	3	7	5	5	12	2	7	0	0	1	1	7	12	""	5	5	5	5	"corrupt"	"PolVer - Eigenbelang"	""	""	2	8	9	1	7	1	1	1	5	7	9	8	7	8	7	7	7	9	8	1	7	1	1	1	3	7	8	9	5	9	6	9.343999999999999	7	4.527	2	4.586	6	4.846	6	5.046	9	5.096	6	3.996	6	4.081	6	4.829	3	3	1	4	4	3	3	3	4	4	4	4	4	3	4	1	1	3	4	2	1	1	4	3	1	3	4	4	3	4	2	"jan jambon"	"N-VA - Jan Jambon"	3	""	3	"demir"	2	2	1	2	4	1	3	1	2	7	0	9	8	4	1	1	1	2	2	2	2	4	5	2	2	3	3	2	2	4	1	4	4	2	3	4	3	3	3	3	2	4	2	3	5	0	5	5	2	5	5	5	5	5	5	5	5	5	5	5	.8817656	
8-Apr-2021 00:59:04	843	1	49	8740	5	1	""	4	3	0	9	9	7	0	0	7	0	0	0	10	7	""	0	0	0	0	"fraudeurs en profiteurs aan de macht !"	"PolVer - Partijen en Politici"	"PolVer - Eigenbelang"	""	5	8	5	7	9	4	4	10	9	4	10	4	0	8	0	0	0	10	10	4	0	8	6	5	8	6	10	0	0	0	6	9.958	7	72.098	2	4.798	4	4.322	6	4.553	1	9.029999999999999	3	5.56	3	3.892	3	3.967	1	2	1	2	1	3	1	1	3	1	4	2	4	2	1	1	1	2	4	1	2	1	4	4	1	2	4	1	4	3	1	"Tom van Grieken"	"VB - Tom Van Grieken"	7	""	1	"Tom van Grieken"	1	4	4	4	4	1	4	4	1	0	10	10	3	0	1	1	1	1	1	1	1	1	1	1	1	4	1	1	1	4	1	4	4	3	2	2	4	1	2	3	1	3	2	4	10	0	0	0	0	0	0	0	10	0	0	8	5	0	0	10	.69998443	.48440617
2-Apr-2021 08:25:08	1000	1	65	9800	3	2	""	4	1	5	7	7	4	2	5	6	9	0	3	0	4	""	6	6	6	6	"corona"	"Gezondheidszorg - Corona"	""	""	4	13	3	5	6	2	2	8	9	5	7	5	5	6	5	6	6	9	3	4	3	4	5	4	5	5	9	2	6	5	10	19.269	1	15.412	2	6.951	6	14.001	6	5.445	1	6.279	6	7.959	4	6.802	3	4.952	2	3	1	2	3	3	3	2	3	3	3	3	3	3	4	3	3	3	3	2	4	4	3	3	3	3	3	3	2	3	4	"decroo"	"Open Vld - Alexander De Croo"	4	""	3	"el kaouakibi"	3	3	4	4	4	4	4	4	3	7	8	9	6	7	4	4	4	4	4	4	4	3	3	4	3	4	2	3	3	4	2	3	2	4	2	1	3	2	2	1	4	4	5	5	5	5	5	5	5	5	3	5	0	7	5	6	7	0	2	10	.81877255	.8040238
3-Apr-2021 04:45:22	1633	1	23	8020	5	2	""	4	3	7	3	2	3	5	6	7	7	0	6	5	6	"Ik zag meer van hun agenda punten"	6	6	6	9	"ze geven mensen geen gevoel van vrijheid en veiligheid, ze spreken elkaar vaak tegen"	"PolVer - Partijen en Politici"	""	""	4	15	7	6	4	6	7	5	5	5	0	4	5	4	3	4	3	10	4	7	0	6	6	5	8	8	7	4	5	5	4	13.754	7	8.648999999999999	2	3.667	4	3.405	1	3.904	3	3.64	1	6.941	4	15.608	7	4.923	2	3	2	3	3	3	4	1	2	3	4	2	4	1	4	1	3	4	2	2	2	2	2	1	3	3	3	1	2	3	2	"Jos Dhaese"	"PVDA - Jos D'Haese"	6	""	1	"Vergeten"	2	3	3	1	4	2	3	3	1	5	7	0	0	0	2	2	3	3	2	3	3	2	3	3	3	2	3	2	3	4	1	2	3	4	4	3	1	1	1	2	4	2	5	4	10	7	7	7	7	7	7	7	5	3	0	4	5	6	3	10	.79687065	.78196949
